,Incident Date,State,City Or County,Address,# Killed,# Injured
3948,"June 10, 2015",California,Los Angeles,South Vermont Avenue and West 88th Street,1,3
3949,"June 9, 2015",Missouri,Saint Louis,North Market Street and North Spring Avenue,1,3
3950,"June 7, 2015",Montana,Deer Lodge,Boulder Creek Road,5,0
3951,"June 6, 2015",New York,Buffalo,100 block of Warren Avenue,1,4
3952,"June 6, 2015",Illinois,Chicago,100 block of North Lorel Avenue,0,5
3953,"June 5, 2015",Iowa,Davenport,900 block of West 3rd St,0,5
3954,"June 5, 2015",Louisiana,New Orleans,2100 block of Governor Nicholls Street,1,3
3955,"June 3, 2015",New York,Wyandanch,Davidson Street,3,1
3956,"May 31, 2015",Ohio,Cleveland,16209 block of Laverne Avenue,3,1
3957,"May 31, 2015",Maryland,Springdale,9222 Ardwick Ardmore Road,1,3
3958,"May 31, 2015",Connecticut,New Haven,849 Chapel Street,0,5
3959,"May 31, 2015",Georgia,Conyers,4669 Bell Road SE,3,2
3960,"May 30, 2015",California,San Diego,4200 block of Market Street,0,4
3961,"May 28, 2015",Nebraska,Omaha,84th and Q,0,4
3962,"May 28, 2015",Illinois,Chicago,6200 block of South Honore Street,0,5
3963,"May 28, 2015",Pennsylvania,Chester,2700 block of West 3rd Street,1,3
3964,"May 26, 2015",Louisiana,New Orleans,6700 block of Tara Lane,2,2
3965,"May 25, 2015",Illinois,Decatur,1816 N. Water,1,4
3966,"May 24, 2015",Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7
3967,"May 24, 2015",Massachusetts,Brockton,1002 Main St,0,5
3968,"May 24, 2015",Alabama,Montgomery,Smiley Court,1,3
3969,"May 24, 2015",Missouri,Saint Louis,2700 block of Dayton,0,4
3970,"May 23, 2015",California,Fresno,2400 block of South 9th Street,2,2
3971,"May 20, 2015",Maryland,Baltimore,800 block of Linwood Avenue,1,4
3972,"May 18, 2015",Missouri,Kinloch,8000 block of School Way,0,4
3973,"May 18, 2015",Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4
3974,"May 17, 2015",Texas,Waco,4671 S Jack Kultgen Expy,9,18
3975,"May 16, 2015",Wisconsin,Milwaukee,28th Street and Auer Avenue,0,5
3976,"May 16, 2015",New York,Rochester,188 Lewis Street,0,4
3977,"May 16, 2015",Maryland,Baltimore,1700 block of North Broadway,0,5
3978,"May 12, 2015",Maryland,Capitol Heights,Pard Road,1,4
3979,"May 12, 2015",Arizona,Tucson,800 block of West Calle Medina Road,5,0
3980,"May 10, 2015",Ohio,Cleveland,3600 block of Bosworth Road,1,4
3981,"May 10, 2015",New Jersey,Jersey City,Bostwick Avenue,0,4
3982,"May 10, 2015",New Jersey,Newark,19th Avenue and South 16th Street,1,3
3983,"May 7, 2015",Michigan,Detroit,16000 block of Cathedral Street,0,4
3984,"May 7, 2015",Ohio,Cincinnati,2300 block of Baltimore Avenue,0,4
3985,"May 4, 2015",New York,Buffalo,100 block of Roosevelt Avenue,1,3
3986,"May 3, 2015",Indiana,South Bend,1600 block of South William Street,0,4
3987,"May 3, 2015",Wisconsin,Menasha,North Lake Street,4,1
3988,"May 3, 2015",Texas,Houston,San Jacinto at Elgin,0,6
3989,"May 3, 2015",New York,Bronx,University Avenue,0,4
3990,"May 3, 2015",Ohio,Dayton,2801 Germantown Street,1,6
3991,"May 1, 2015",Wisconsin,Milwaukee,3700 block of 37th Street,2,3
3992,"April 27, 2015",New York,Brooklyn,1365 Flatbush Ave,2,4
3993,"April 27, 2015",Arizona,Gila Bend,State Route 85,2,2
3994,"April 25, 2015",New Jersey,Trenton,Wood Street,0,4
3995,"April 25, 2015",New York,Gates,24 Hinchey Rd,1,6
3996,"April 21, 2015",Texas,Killeen,420 Gilmer St.,2,3
3997,"April 19, 2015",Virginia,Richmond,200 block of West Hill Street,0,4
3998,"April 18, 2015",Alabama,Montgomery,1800 block of Gibbs Court,0,5
3999,"April 18, 2015",Pennsylvania,Williamsport,321 Pine St,0,5
4000,"April 18, 2015",North Carolina,Lumberton,Martin Luther King Drive,1,3
4001,"April 18, 2015",North Carolina,Charlotte,Bost Street,0,4
4002,"April 18, 2015",New Jersey,Paterson,Rosa Parks Blvd and Godwin Ave,1,3
4003,"April 16, 2015",Arizona,Phoenix,4300 block of East Anderson Drive,5,0
4004,"April 7, 2015",Georgia,Rome,20 Copeland Street,1,3
4005,"April 5, 2015",Pennsylvania,Pittsburgh,Dinwiddie Street,1,3
4006,"April 5, 2015",Kentucky,Louisville,40th and Grand Street,1,4
4007,"April 5, 2015",Indiana,Indianapolis,5000 block of Wildflower Court,0,5
4008,"April 5, 2015",Michigan,Benton Harbor,1000 block of Blossom Lane,0,4
4009,"April 3, 2015",Florida,Daytona Beach,300 block of Henry Butts Drive,0,4
4010,"April 2, 2015",Maryland,Baltimore,1900 block of West Lanvale Street,0,5
4011,"March 27, 2015",Florida,Panama City Beach,5312 Thomas Drive,0,7
4012,"March 26, 2015",Texas,Amarillo,3100 block of Redwood,0,4
4013,"March 24, 2015",Indiana,Indianapolis,3100 block of North Harding Street,4,0
4014,"March 23, 2015",Tennessee,Clarksville,900 block of Carpenter Street,1,4
4015,"March 22, 2015",New Mexico,Albuquerque,10140 Lomas NE,1,6
4016,"March 21, 2015",Florida,Tampa,1802 Seventh Ave,0,4
4017,"March 20, 2015",Texas,Lancaster,1500 block of Reynolds Street,1,5
4018,"March 18, 2015",New Jersey,Newark,200 block of Clinton Place,1,3
4019,"March 18, 2015",Arizona,Mesa,1504 West Main Street,1,5
4020,"March 17, 2015",California,Stockton,748 N Madison St,3,4
4021,"March 15, 2015",California,Compton,2700 block of West Alondra Boulevard,0,4
4022,"March 14, 2015",Georgia,Atlanta,2900 block of Delmar Lane,0,5
4023,"March 14, 2015",California,Coachella,84000 block of Bagdad Avenue,0,4
4024,"March 13, 2015",Mississippi,Brookhaven,1097 South First St.,2,3
4025,"March 10, 2015",Georgia,Columbus,3023 Victory Drive,0,5
4026,"March 9, 2015",Illinois,Chicago,200 block of West 105th,1,3
4027,"March 8, 2015",South Carolina,Seneca,Wells Highway,1,3
4028,"March 4, 2015",California,San Bernardino,190 block of West Club Center Drive,2,5
4029,"March 1, 2015",Florida,Orange County,4900 block of Steyr Street,0,4
4030,"March 1, 2015",Michigan,Detroit,9855 Chalmers St,1,5
4031,"February 28, 2015",Maryland,Baltimore,4300 block of Welbourne Road,1,3
4032,"February 26, 2015",Missouri,Tyrone,18279 Highway H,8,1
4033,"February 25, 2015",Texas,Houston,Mallow St.,3,3
4034,"February 23, 2015",Florida,Daytona Beach,Sheridan Road,0,4
4035,"February 22, 2015",Texas,Killeen,1706 Godman St.,4,1
4036,"February 22, 2015",Georgia,Clarkesville,281 Lower Pond Court,3,2
4037,"February 22, 2015",South Carolina,Charleston,4224 Dorchester Road,0,4
4038,"February 20, 2015",California,Sacramento,1417 R Street,0,4
4039,"February 17, 2015",Arkansas,Little Rock,7900 Scott Hamilton,1,3
4040,"February 15, 2015",California,Long Beach,200 block of W. 14th Street,0,5
4041,"February 9, 2015",Florida,New Port Richey,9552 Adler Street,3,1
4042,"February 8, 2015",Tennessee,Maury City,251 Dupree Road,0,6
4043,"February 7, 2015",Georgia,Douglasville,3640 Willow Tree Circle,5,2
4044,"February 6, 2015",Oklahoma,Tulsa,1219 N. Sheridan Road,1,4
4045,"February 5, 2015",Ohio,Beachwood (Warrensville Heights),Harvard Road,3,3
4046,"February 1, 2015",New York,Syracuse,1217 West Fayette Street,0,6
4047,"February 1, 2015",New York,New York (Manhattan),3345 Broadway,1,4
4048,"January 31, 2015",Georgia,Lagrange,100 block of Woodstream Trail,4,0
4049,"January 28, 2015",Georgia,Dekalb County,1600 block of Panola Road,1,3
4050,"January 26, 2015",California,Stockton,1500 block of E. 9th Street,1,3
4051,"January 24, 2015",New York,Arverne (Queens),231-11 148th Avenue,4,1
4052,"January 24, 2015",Nebraska,Omaha,3402 Parker St,3,5
4053,"January 23, 2015",Massachusetts,Boston,954 Parker Street,0,6
4054,"January 20, 2015",Tennessee,Clarksville,321 Lansinger Lane,1,3
4055,"January 19, 2015",Texas,San Antonio,1000 block of Gibbs St.,2,5
4056,"January 16, 2015",California,Oakland,105th and Edes,2,2
4057,"January 13, 2015",Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5
4058,"January 13, 2015",Illinois,Rockford,700 block of Oakley Avenue,2,2
4059,"January 11, 2015",North Carolina,Hope Mills,1900 block of Gumberry Road,2,5
4060,"January 11, 2015",Florida,Lakeland,7665 Chase Road,1,3
4061,"January 11, 2015",California,San Jose,3840 Monterey Hwy,0,5
4062,"January 10, 2015",Kansas,Wichita,4859 E Harry Street,2,2
4063,"January 9, 2015",California,San Francisco,Laguna and Page streets,4,0
4064,"January 8, 2015",Massachusetts,Boston,104 Harrishof Street,1,3
4065,"January 7, 2015",Tennessee,Chattanooga,773 West Main Street,1,3
4066,"January 6, 2015",Florida,Miami,1300 block of NW 62nd Street,1,3
4067,"January 4, 2015",Virginia,Roanoke,3634 Shenandoah Ave NW,2,4
4068,"January 4, 2015",Texas,Dallas,2000 block of Ben Hur St.,3,1
4069,"January 2, 2015",Georgia,Savannah,500 block of W. 54th Street,1,4
4070,"January 1, 2015",Tennessee,Memphis,Interstate 240 and Poplar Avenue,0,5
4071,"November 26, 2016",Illinois,Chicago,8800 block of South Exchange Avenue,1,5
4072,"November 25, 2016",Louisiana,New Orleans,Magnolia and Felicity Street,0,4
4073,"November 24, 2016",Kentucky,Louisville,4501 W Broadway,2,5
4074,"November 24, 2016",New York,Albany,77 Central Avenue,1,3
4075,"November 23, 2016",Mississippi,Olive Branch,928 Cross Road,0,4
4076,"November 22, 2016",Florida,Clewiston,1068 Harlem Academy Avenue,1,4
4077,"November 18, 2016",Illinois,Chicago,5000 block of West Wabansia,0,4
4078,"November 17, 2016",Tennessee,Dyersburg,160 Longfellow,1,7
4079,"November 13, 2016",California,San Diego,3800 block of Marlborough Avenue,3,2
4080,"November 13, 2016",Florida,Jacksonville,5105 Cleveland Rd,3,2
4081,"November 13, 2016",Florida,Orlando,Conley Street and South Ivey Lane,0,4
4082,"November 13, 2016",Texas,San Antonio,8000 Midcrown,0,4
4083,"November 12, 2016",Connecticut,Bridgeport,2500 Park Avenue,0,5
4084,"November 12, 2016",California,Sacramento,8600 block of Ardith Drive,1,5
4085,"November 12, 2016",Missouri,Kansas City,21st Street and Cleveland Avenue,1,3
4086,"November 11, 2016",Texas,Houston,7705 Channelside Street,0,4
4087,"November 10, 2016",Texas,Houston,,1,3
4088,"November 9, 2016",Illinois,Chicago,3400 block of West Monroe,1,3
4089,"November 9, 2016",Tennessee,Memphis,1800 block of East Brooks Road,0,4
4090,"November 9, 2016",Washington,Seattle,1524 3rd Ave,0,5
4091,"November 5, 2016",Florida,Fort Lauderdale (Lauderhill),3135 West Broward Boulevard,1,3
4092,"November 5, 2016",South Carolina,Myrtle Beach,803 Main Street,0,5
4093,"November 5, 2016",California,Oakland,420 14th Street,0,8
4094,"November 5, 2016",Illinois,Chicago,4800 block of North Winthrop,0,5
4095,"November 5, 2016",Texas,San Antonio,10726 Perrin Beitel Road,0,4
4096,"November 4, 2016",Pennsylvania,Philadelphia,5451 Springfield Avenue,0,4
4097,"November 3, 2016",Illinois,Chicago,8000 block of South Shore Drive,2,2
4098,"November 2, 2016",Arkansas,Little Rock,2111 Bragg Street,1,4
4099,"November 1, 2016",Tennessee,Memphis,5200 block of Zodiac Rd,1,5
4100,"October 31, 2016",Louisiana,Shreveport,700 Block of  Central Street,0,4
4101,"October 30, 2016",Ohio,Toledo,742 Junction Avenue,0,4
4102,"October 30, 2016",New York,New York (Manhattan),135 Ridge Street,0,4
4103,"October 30, 2016",Maryland,Capitol Heights,6860 Walker Mill Road,2,4
4104,"October 30, 2016",Texas,San Antonio,2900 block of Aspen Meadow,0,5
4105,"October 30, 2016",New York,Newburgh,119 Broadway,2,5
4106,"October 29, 2016",Ohio,Dayton,2010 Cornell Ridge Drive,1,3
4107,"October 29, 2016",California,Los Angeles,1600 block of Century Boulevard,0,5
4108,"October 29, 2016",California,Riverside,3500 block of Madison Street,0,4
4109,"October 28, 2016",Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4
4110,"October 28, 2016",Mississippi,Jackson,200 block of Lorenz Boulevard,0,6
4111,"October 27, 2016",Georgia,Mcdonough (Mc Donough),600 block of Moccasin Gap Road,4,0
4112,"October 25, 2016",Virginia,Roanoke,830 Campbell Avenue Southeast,2,3
4113,"October 25, 2016",Ohio,Dayton,3300 block of Riverside Drive,1,3
4114,"October 23, 2016",Oklahoma,Wellston,Highway 66 and S. 3310 Road,1,5
4115,"October 22, 2016",California,Oakland,77th and Bancroft Avenues,0,7
4116,"October 18, 2016",California,San Francisco,325 La Grande Avenue,0,4
4117,"October 17, 2016",Illinois,Chicago (Englewood),6700 block of South Winchester,1,4
4118,"October 15, 2016",Alabama,Mobile,1800 block of St Stephens Road,0,5
4119,"October 15, 2016",California,Los Angeles,2918 Rimpau Boulevard,4,11
4120,"October 15, 2016",Illinois,Rockford,7801 East State Street,1,5
4121,"October 14, 2016",Illinois,Chicago,3300 block of Maypole,1,6
4122,"October 13, 2016",Illinois,Chicago,2700 block of West Lexington,0,4
4123,"October 9, 2016",Michigan,Grand Rapids,1850 28th Street SE,1,8
4124,"October 9, 2016",California,Sacramento,1696 Arden Way,1,3
4125,"October 8, 2016",New York,Brooklyn,7301 3rd Avenue,0,4
4126,"October 4, 2016",Louisiana,New Orleans,3727 Ulloa Street,3,2
4127,"October 3, 2016",Minnesota,Minneapolis,Fourth Street and Hennepin Avenue,0,4
4128,"October 2, 2016",Texas,San Antonio,2600 South Flores Street,1,4
4129,"October 1, 2016",Illinois,Pembroke Township,17250E Road,4,0
4130,"October 1, 2016",California,Fresno,3200 block of East Clay Avenue,0,4
4131,"September 29, 2016",California,San Francisco,Jones and Ellis Streets,1,3
4132,"September 26, 2016",Texas,Humble,21219 Grand Linden Court,0,4
4133,"September 26, 2016",Texas,Houston,5450 Weslayan St,1,6
4134,"September 26, 2016",North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Drive,0,4
4135,"September 25, 2016",Illinois,Champaign,300 block of E. Green Street,1,3
4136,"September 24, 2016",Maryland,Baltimore,Greenmount Avenue and Preston Street,0,8
4137,"September 23, 2016",Washington,Burlington,201 Cascade Mall Dr,5,0
4138,"September 18, 2016",Pennsylvania,Philadelphia,3001 Castor Avenue,0,4
4139,"September 18, 2016",Virginia,Lynchburg,421 Rivermont Ave,1,3
4140,"September 18, 2016",Pennsylvania,Pittsburgh,1700 block of Brighton Place,0,4
4141,"September 17, 2016",Florida,Miami,20582 Southwest 119th Avenue,0,6
4142,"September 17, 2016",Indiana,Indianapolis,2016 West 76th Street,2,2
4143,"September 17, 2016",Florida,Orlando,3918 Columbia Street,1,6
4144,"September 17, 2016",District of Columbia,Washington,2600 block of Birney Place SE,2,7
4145,"September 16, 2016",California,Los Angeles (Hollywood),555 N Heliotrope Drive,2,2
4146,"September 16, 2016",Pennsylvania,Philadelphia,5100 block of Sansom Street,2,5
4147,"September 14, 2016",Texas,Houston,16000 block of Saybrook,1,3
4148,"September 13, 2016",Indiana,Fort Wayne,1723 E Wayne St,3,2
4149,"September 11, 2016",Louisiana,New Orleans,2349 S Claiborne Ave,1,5
4150,"September 11, 2016",Missouri,Kansas City,500 block of Westport Road,0,6
4151,"September 11, 2016",Indiana,Fort Wayne,3006 Holton Avenue,3,1
4152,"September 11, 2016",Michigan,Saginaw,2207 Pierce Road,0,5
4153,"September 11, 2016",North Carolina,New Bern,1100 block of Highway 70,0,5
4154,"September 11, 2016",New Jersey,Jersey City,87 Van Wagenen Ave,1,3
4155,"September 10, 2016",Florida,Miami,3451 Northwest 36 Street,1,3
4156,"September 8, 2016",Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey Street,1,4
4157,"September 8, 2016",Texas,Del Valle,8330 Linden Rd,4,0
4158,"September 5, 2016",Pennsylvania,Reading,600 block of Moss Street,0,4
4159,"September 5, 2016",Illinois,Chicago,2700 block of West Lexington Avenue,2,3
4160,"September 4, 2016",Virginia,Roanoke,1020 Orange Ave NE,1,10
4161,"September 3, 2016",Illinois,Chicago,100 block of North Seeley Avenue,0,4
4162,"September 3, 2016",North Carolina,Wilmington,600 block of North 30th Street,1,3
4163,"August 30, 2016",Georgia,Atlanta,400 Merritts Avenue NE,0,4
4164,"August 30, 2016",Illinois,Chicago (Englewood),6800 block of South Ashland,0,4
4165,"August 29, 2016",New Jersey,Egg Harbor City,907 White Horse Pike,1,5
4166,"August 29, 2016",California,Temecula,41450 Cruz Way,5,0
4167,"August 28, 2016",Texas,Lubbock,2200 block of 17th St,0,6
4168,"August 28, 2016",Missouri,Saint Louis,South Grand and Montana,2,2
4169,"August 28, 2016",New York,Bronx,514 E 156th St,0,4
4170,"August 28, 2016",Alabama,Dadeville,512 E Columbus St,0,5
4171,"August 27, 2016",Florida,Miami,1900 block of NW 83rd Terr,2,4
4172,"August 27, 2016",Alabama,Bessemer (Brighton),3810 7th Ave,1,6
4173,"August 25, 2016",New Jersey,Bridgeton,Marion Street,0,5
4174,"August 21, 2016",Connecticut,Bridgeport,19 Plymouth St,0,13
4175,"August 21, 2016",Massachusetts,Boston,Westview and Stratton Street,0,4
4176,"August 20, 2016",Washington,Tacoma,900 block of Pacific Avenue,0,5
4177,"August 20, 2016",Connecticut,Hamden,903 Dixwell Avenue,0,4
4178,"August 20, 2016",Alabama,Citronelle,Jim Platt Road,5,0
4179,"August 18, 2016",Connecticut,Waterbury,402 E Main Street,0,4
4180,"August 17, 2016",California,Oakland,Mandela Parkway,0,4
4181,"August 14, 2016",Minnesota,Minneapolis,1717 Plymouth Avenue North,0,5
4182,"August 14, 2016",Virginia,Norfolk,1600 block of Selden Avenue,0,4
4183,"August 13, 2016",Wisconsin,Milwaukee,4001 West Fond Du Lac Avenue,2,2
4184,"August 13, 2016",California,Los Angeles,6300 block of 11th Avenue,0,4
4185,"August 13, 2016",New York,Corona (Queens),105-06 Jamaica Avenue,0,4
4186,"August 13, 2016",Missouri,Joplin,1800 Connecticut Ave,0,4
4187,"August 12, 2016",Florida,Jacksonville,100 block of West 38th Street,1,3
4188,"August 12, 2016",Texas,Dallas,10921 Estate Lane,1,3
4189,"August 11, 2016",Pennsylvania,Philadelphia,500 block of East Ashmead Street,0,4
4190,"August 10, 2016",Illinois,Evanston,Foster Street and Jackson Avenue,0,4
4191,"August 10, 2016",California,Sacramento,4000 Green Tree Drive,1,3
4192,"August 8, 2016",New Mexico,Albuquerque,341 General Marshall Street NE,2,2
4193,"August 8, 2016",Florida,Jacksonville,1214 Labelle St,0,7
4194,"August 7, 2016",California,Los Angeles,5925 South Figueroa Street,1,3
4195,"August 7, 2016",Colorado,Arvada,5400 block of Sheridan Boulevard,2,2
4196,"August 7, 2016",Mississippi,Vicksburg,4460 Clay St,1,3
4197,"August 7, 2016",Illinois,Chicago,100 block of South Springfield,0,4
4198,"August 6, 2016",Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,5,0
4199,"August 5, 2016",Michigan,Pontiac,70 block of Thorpe Street,1,3
4200,"August 5, 2016",California,Mead Valley,21600 block of Rider Street,2,2
4201,"August 4, 2016",Tennessee,Memphis,Ayers Street and Griffith Avenue,0,4
4202,"August 3, 2016",Georgia,Decatur,4110 Glenwood Road,1,3
4203,"August 2, 2016",Florida,Hollywood (West Park),5700 block of West Hallandale Beach Boulevard,0,4
4204,"August 1, 2016",Indiana,Evansville,South Bedford Avenue,0,4
4205,"July 31, 2016",Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1
4206,"July 31, 2016",Texas,Austin,208 East Sixth Street,1,4
4207,"July 30, 2016",Missouri,Saint Louis,5000 block of Kensington Avenue,0,5
4208,"July 30, 2016",Georgia,Townsend (Eulonia),14699 Highway 17,0,5
4209,"July 30, 2016",Washington,Mukilteo,10009 Chennault Beach,3,1
4210,"July 29, 2016",Georgia,Athens,Trail Creek Street,0,7
4211,"July 28, 2016",New York,Elmira,303 College Avenue,0,5
4212,"July 28, 2016",Maryland,Baltimore,Greenmount Avenue,0,4
4213,"July 28, 2016",Illinois,Chicago,800 block of West 50th Place,2,2
4214,"July 25, 2016",Florida,Fort Myers,3580 Evans Ave,2,19
4215,"July 24, 2016",Ohio,Hamilton,1555 Main St,1,7
4216,"July 23, 2016",South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4
4217,"July 23, 2016",Ohio,Cincinnati,3400 block of Beekman Street,2,2
4218,"July 23, 2016",New York,Brooklyn,Fountain Avenue,0,4
4219,"July 23, 2016",Texas,Bastrop,202 Childers Drive,4,1
4220,"July 22, 2016",Illinois,Kankakee,300 block of North Wildwood Avenue,0,5
4221,"July 21, 2016",Illinois,Chicago,4400 block of South Leamington,0,5
